"AQI Value","CO AQI Value","Ozone AQI Value","NO2 AQI Value","PM2.5 AQI Value","lat","lng"
38,1,28,4,38,51.4508,7.0131
38,1,28,4,38,51.4667,4.4667
31,1,31,2,25,37.2917,-4.8792
40,1,40,1,30,43.3333,12.9167
45,1,32,8,45,38.5974,-90.0053
301,1,82,1,301,31.4167,73.0911
59,2,41,5,59,38.8847,-77.1751
78,0,37,0,78,50.15,-5.07
78,0,37,0,78,18.49,-77.661
78,0,37,0,78,41.5913,-70.5912
78,0,37,0,78,43.7476,-70.2827
28,1,27,2,28,49.2992,6.1097
44,1,44,0,33,43.8333,13.0167
30,0,30,2,26,48.8086,9.2758
49,1,49,0,47,35.8725,14.5228
217,3,103,1,217,26.3,87.265
38,1,38,1,36,44.1833,12.1333
32,0,13,0,32,-26.1833,-58.1833
32,0,13,0,32,-15.5369,-47.3339
64,2,5,15,64,42.9253,-88.8442
58,1,24,4,58,40.2537,-103.7903
157,4,17,2,157,-1.7,29.25
84,1,9,15,84,25.8395,-80.2368
40,1,28,4,40,51.8306,4.9742
51,1,21,5,51,49.0325,2.4747
43,1,17,4,43,39.0877,-108.5673
72,1,34,3,72,43.6667,6.9167
66,2,12,15,66,36.168,-82.8197
75,2,5,14,75,39.6153,-104.9131
59,2,1,6,59,-1.6,-79
59,2,1,6,59,8.4672,-74.5367
32,1,25,1,32,40.5333,-7.3333
85,1,27,6,85,44.9167,10.6667
99,3,41,6,99,26.5794,106.7078
34,1,34,2,27,51.0333,7.5667
37,1,37,1,24,52.3331,8.75
144,3,4,12,144,19.15,-72.0167
64,1,29,4,64,37.3434,-79.9534
31,1,25,3,31,49.3167,7.3333
72,2,17,7,72,34.4892,-93.0501
70,2,28,2,70,42.9633,126.7478
95,3,8,11,95,19.1489,-96.9661
68,2,29,2,68,42.6229,126.2614
124,4,44,7,124,23.1115,114.4152
32,1,32,2,24,54.4667,9.05
39,1,29,4,39,51.8833,5.2833
61,1,40,0,61,46.72,25.59
174,1,46,0,174,26.2215,78.178
83,1,11,12,83,25.9854,-80.1423
38,0,38,0,20,56.6739,12.8572
37,1,37,1,24,52.1,9.3667
34,1,28,4,34,51.7319,6.5908
38,1,32,1,38,47.6681,19.6697
53,1,45,1,53,34.9078,-76.8987
31,1,31,1,26,38.6224,-122.8651
32,0,32,1,26,48.5967,8.8708
93,2,6,17,93,25.8696,-80.3045
25,1,7,1,25,-3.7275,-38.5275
56,1,20,7,56,33.156,-96.8216
38,1,38,0,14,36.2381,137.1862
31,1,18,0,31,-24.6667,25.7833
36,1,5,3,36,5.0833,-73.3667
45,1,45,1,25,38.8122,-94.9275
45,1,45,1,25,42.5845,-71.9868
47,1,30,8,47,41.3696,-81.815
61,1,27,2,61,50.2833,21.4333
46,1,26,4,46,43.2508,-5.7767
43,1,31,0,43,50.0667,43.25
43,1,31,0,43,43.9283,132.0061
26,0,16,0,26,-7.4072,36.9722
59,1,13,6,59,-2.1347,-79.5872
44,1,21,8,44,40.6892,-111.8292
44,1,21,8,44,42.0859,-80.1194
72,2,16,10,72,33.0874,-83.2414
32,1,17,0,32,-24.6333,25.8667
46,1,32,0,46,6.8726,81.3373
64,2,9,7,64,14.501,-89.8723
125,4,4,36,125,34.0155,-118.1108
24,0,13,0,24,-7.8889,-37.12
50,1,22,5,50,48.7039,2.4605
48,2,21,0,48,10.2604,13.2606
67,4,20,1,67,-3.25,29.6
54,1,19,6,54,34.7432,-87.6343
153,0,38,0,153,22.43,80.12
51,1,51,1,44,35.4876,137.5006
356,2,100,1,354,31.45,73.7067
78,2,43,6,78,41.4291,-71.4668
39,1,39,0,18,48.48,124.8738
73,2,40,10,73,40.8467,-73.1522
34,1,34,2,28,50.9147,8.1
53,1,53,1,23,41.4667,12.6667
57,1,45,4,57,41.3113,-72.9246
57,1,45,4,57,41.0676,-85.0174
39,1,20,4,39,30.0049,-91.8202
47,0,27,3,47,51.5886,-2.9978
47,0,27,3,47,39.0856,-84.4868
47,0,27,3,47,52.7691,-2.3787
47,0,27,3,47,41.4801,-71.3203
47,0,27,3,47,50.701,-1.2883
47,0,27,3,47,44.6242,-124.0513
64,3,14,1,64,-2.5122,30.6558
33,0,15,0,33,-3.2496,35.52
32,1,32,0,9,69.4081,30.2206
32,0,32,1,18,46.3258,-0.4606
51,0,31,0,51,53.5167,43.6667
112,1,47,0,112,37.01,37.7972
55,1,55,0,42,40.8,17.1333
43,1,33,0,43,7.8881,98.3975
291,1,41,0,291,26.87,75.23
52,1,48,3,52,39.889,-82.7678
151,3,151,2,97,35.5104,117.62
58,1,47,3,58,43.4667,11.15
48,1,9,4,48,-12.3659,-38.2433
42,1,39,4,42,41.4083,13.0443
29,1,6,1,29,-13.4408,-49.1489
41,0,26,1,41,18.1757,-76.4503
28,1,28,0,12,49.8353,-124.5247
43,1,14,1,43,-22.0061,-51.5531
32,1,32,1,29,57.3825,41.2861
52,1,35,4,52,48.15,11.35
71,1,16,0,71,10.9972,-74.2875
17,0,17,0,3,-53.1667,-70.9333
101,2,90,1,101,-6.5533,107.4472
55,1,27,4,55,50.4333,3.8667
54,1,36,3,54,39.2529,9.1762
88,3,0,7,88,-22.4069,-44.2578
76,1,39,1,76,51.0667,19.45
65,1,28,4,65,34.961,-89.8469
35,1,35,0,16,63.9167,38.0833
43,2,23,5,43,47.4333,8.5667
48,1,12,13,48,45.3418,-122.5924
63,1,23,7,63,29.2985,-81.1014
64,1,39,1,64,51.3003,13.1072
37,1,30,3,37,51.2167,5.4167
53,2,23,6,53,40.5849,9.0033
59,1,17,0,59,2.4167,30.9875
53,1,27,0,53,18.3964,103.6558
74,2,47,0,74,-2.9861,104.7556
51,1,19,15,51,33.5434,-111.9595
15,0,14,0,15,-6.4328,-43.9839
20,0,7,1,20,-17.2333,-67.9167
74,3,20,26,74,40.7621,-73.0185
34,1,34,0,28,55.9667,43.0667
103,1,19,4,103,29.5581,-95.3218
58,2,31,4,58,46.0667,11.2333
151,1,31,5,151,43.695,5.5036
14,0,14,0,13,-9.3928,-40.5078
49,1,28,6,49,55.9333,39.4667
51,1,22,6,51,47.9242,9.2567
49,1,31,0,49,-23.9333,31.1167
30,1,30,3,20,51.7958,4.6783
40,1,35,1,40,47.9597,26.3997
72,2,15,16,72,42.6832,-71.301
85,2,85,1,61,24.42,87.34
37,1,26,0,37,55.4833,54.8667
87,4,14,33,87,40.7257,-73.1869
109,3,16,31,109,40.6432,-73.6672
56,1,35,4,56,49.4667,8.9833
69,1,38,2,69,50.4934,9.6961
57,1,19,3,57,18.763,-69.042
62,1,33,1,62,38.2014,37.1883
78,3,25,1,78,0.05,35.7167
90,2,7,8,90,-23.0428,-47.3739
30,0,30,0,26,60.8819,11.5623
56,1,30,1,56,27.9617,-110.8125
32,0,32,1,17,52.2167,6.9
57,1,43,2,57,49.6569,8.9931
57,1,43,2,57,48.3281,9.8878
45,1,35,2,45,51.0833,6.3167
67,2,35,13,67,39.0109,-84.5864
34,1,34,2,30,40.955,-8.627
54,1,25,6,54,30.6571,-81.4511
70,2,28,16,70,39.2159,-84.5144
51,2,39,7,51,41.7667,12.2333
105,3,12,26,105,40.7773,-74.3953
59,1,36,4,59,49.7197,11.0581
33,0,33,1,9,57.693,-2.005
39,1,18,0,39,6.1333,-5.9333
20,0,16,1,20,-8.8903,-36.4928
75,2,29,8,75,45.5771,9.0814
32,1,30,7,32,37.9637,-121.2296
39,2,10,0,39,4.275,21
78,6,17,3,78,-2.4697,29.5814
32,0,32,2,16,51.385,0.55
32,0,32,2,16,51.0375,-2.2748
30,0,12,1,30,-17.3028,-49.0178
43,1,12,5,43,44.6951,-73.4563
165,4,78,6,165,32.2986,72.3508
42,1,42,0,26,54.3233,10.1394
107,2,29,1,107,-1.9536,30.0606
35,1,35,0,15,56.8667,37.35
35,1,23,0,35,8.0522,-1.7347
58,1,58,0,54,46.4319,19.4883
51,1,15,0,51,3.2889,32.8778
109,3,47,2,109,19.6243,84.9408
81,1,49,0,81,45.55,13.7333
174,2,44,4,174,18.8215,78.7119
53,1,38,2,53,50.8833,4.5333
117,2,40,5,117,16.9839,77.7193
48,1,48,0,19,45.85,41.5167
48,1,48,0,19,45.1278,39.5725
43,1,39,0,43,59.0167,54.6667
128,1,35,2,128,22.2068,74.7579
30,1,30,0,28,16.1467,94.7611
66,1,28,1,66,34.5006,-114.3113
35,0,35,0,8,41.3099,-105.6085
78,1,33,1,78,-23.0118,-47.8657
48,1,48,0,29,43.5678,3.9021
75,1,54,0,75,48.6856,6.1522
55,1,27,0,55,-20.135,57.5211
84,1,62,0,84,45.1929,11.3115
32,1,29,1,32,51.9165,-0.6617
63,1,39,0,63,47.3817,15.0972
264,15,8,52,264,-6.5742,106.632
50,1,32,1,50,45.1679,-93.083
60,1,29,0,60,-21.6786,-49.7425
35,1,17,0,35,-23.31,-51.1628
35,1,35,0,31,50.7356,2.2372
116,3,19,25,116,34.1141,-118.4068
45,1,45,0,28,36.1833,-5.4833
34,1,30,1,34,51.8783,-0.4147
67,1,21,1,67,-22.5022,-48.7114
76,1,59,0,76,43.3003,13.4533
154,3,2,28,154,22.535,114.054
97,2,25,6,97,44.3054,86.0804
148,3,18,23,148,34.1687,-118.0504
61,1,21,3,61,31.563,-110.3153
35,1,35,0,17,57.15,24.8667
53,1,46,0,53,36.1844,-94.5315
71,2,16,3,71,4.5872,-74.2214
36,1,26,9,36,38.5677,-121.4685
36,1,26,9,36,-19.865,-47.44
28,1,28,3,17,51.755,-0.336
26,1,26,2,15,56.3404,-2.7955
75,1,43,3,75,44.3667,9.15
68,1,40,1,68,50.25,12.0167
48,1,48,3,29,39.9588,-82.7943
43,1,28,4,43,37.4994,13.265
33,1,33,2,15,46.2824,-119.2939
33,1,33,2,15,40.449,-75.3362
33,1,33,2,15,40.2842,-78.8449
33,1,33,2,15,40.644,-79.9579
46,1,32,4,46,49.2942,6.9375
69,1,36,2,69,51.3081,13.2939
36,0,36,0,16,55.4425,11.79
58,1,21,1,58,-32.035,-52.0986
46,1,21,0,46,11.4386,-85.8286
47,1,25,5,47,50.6047,3.0878
44,1,27,5,44,50.7536,3.1203
28,1,23,5,28,52.37,-1.26
50,1,15,10,50,52.7599,-1.9388
137,3,9,10,137,20.5703,-101.1972
137,3,9,10,137,40.965,-5.6642
137,3,9,10,137,-31.7667,-70.9667
19,1,19,0,11,66.5333,66.6333
108,1,52,1,108,39.6547,66.9758
72,1,29,2,72,30.6263,-87.8816
226,1,48,0,226,25.67,78.47
57,2,27,13,57,42.1654,-87.8516
35,0,35,1,20,53.905,13.0439
180,2,107,0,180,31.8314,70.9019
65,0,21,0,65,13.23,77.7
154,2,13,4,154,14.655,-16.2314
49,1,49,3,43,33.6239,130.5262
43,1,43,0,25,53.6028,9.8233
43,1,43,2,23,27.7822,-80.4819
49,0,24,0,49,-5.5576,-80.8223
154,2,0,23,154,-26.5161,29.2028
44,1,44,0,32,52.3161,9.9642
421,27,0,91,415,37.56,126.99
96,1,59,0,96,45.7333,8.6333
112,3,6,19,112,35.2236,137.0842
69,1,56,0,69,49.1511,6.1514
82,2,41,6,82,38.8631,-90.0774
54,1,15,0,54,6.3833,10.0667
39,1,31,0,39,41.6281,48.6828
43,1,43,0,24,50.2569,31.7817
74,1,34,0,74,12.9667,-2.2667
51,1,44,1,51,41.2063,-73.9884
60,1,49,1,60,41.122,-112.0995
60,1,49,1,60,33.6064,-88.6572
57,1,32,5,57,41.8023,-87.9006
41,1,35,1,41,42.5864,-71.4401
50,1,42,2,50,37.2693,-76.7076
86,1,86,1,19,28.0118,-81.7014
53,1,29,0,53,44.3927,-89.8265
41,1,41,3,24,41.7092,-86.869
48,1,29,8,48,41.4459,-74.4236
48,1,29,8,48,39.5033,-84.3659
48,1,29,8,48,40.3892,-74.082
48,1,29,8,48,41.5476,-72.6549
48,1,29,8,48,40.179,-74.9059
48,1,29,8,48,39.445,-75.7183
48,1,29,8,48,41.5175,-71.2769
48,1,29,8,48,39.9094,-75.4311
48,1,29,8,48,38.241,-85.5214
48,1,29,8,48,40.201,-76.7289
36,1,34,5,36,34.4,133.0833
58,1,45,4,58,39.3444,-76.7668
36,0,36,0,27,16.886,-24.988
42,1,42,1,31,35.4402,137.0157
168,4,168,1,165,26.3638,84.364
74,1,12,10,74,19.3833,-70.5167
62,1,45,3,62,41.0833,16.7833
31,1,31,0,20,53.7333,119.7667
28,1,28,1,27,15.7331,120.5725
28,1,28,1,27,41.4867,2.1879
28,1,28,1,27,39.5456,-0.3956
64,1,44,2,64,45.8,13.5333
80,1,11,2,80,25.1872,-99.8267
50,1,43,1,50,46.8673,-96.7461
64,1,22,0,64,-20.2847,44.3175
74,2,32,6,74,45.25,8.75
32,1,32,1,15,47.1279,-119.2759
25,1,18,0,25,-3.3349,37.3404
69,1,41,2,69,50.5031,13.6367
55,0,22,0,55,15.2807,75.5213
55,2,26,13,55,42.2693,-88.0102
55,1,55,1,40,35.3833,136.2833
60,2,23,0,60,-0.7167,36.4333
21,0,21,0,20,15.7133,100.1353
151,1,74,0,151,41.0011,71.6683
20,0,20,0,19,-15.1167,39.2667
43,1,40,1,43,35.7767,140.3183
85,1,17,3,85,31.5437,-91.3867
23,0,23,0,17,-38.55,-58.7333
78,1,43,2,78,50.2593,14.5177
61,1,50,4,61,32.7711,35.0394
32,0,32,1,20,52.2411,7.3689
32,0,32,1,20,52.5167,8.0667
47,1,31,3,47,51.2,6.7
63,1,27,7,63,28.2468,-82.717
56,1,30,0,56,10.17,77.87
166,11,18,8,166,6.15,6.8333
56,1,56,1,50,40.7417,14.6722
60,1,46,3,60,41.0333,16.9833
62,1,25,4,62,48.8547,2.6289
54,1,16,10,54,26.7244,-81.8485
36,1,27,4,36,43.0457,-78.8659
157,0,36,0,157,20.9333,-17.0333
30,1,30,0,27,57.25,60.0833
76,1,31,3,76,49.5811,2.9989
49,1,28,0,49,54.4333,50.8
23,1,23,0,17,64.1814,-51.6942
52,2,26,11,52,42.8803,-87.9009
31,1,31,2,20,37.3144,138.7951
40,1,40,1,24,50.3074,34.9016
58,2,30,9,58,41.3017,-72.3857
67,1,34,1,67,10.2249,78.231
98,3,5,24,98,38.677,-90.0063
31,1,28,2,31,48.9236,2.2522
24,0,5,1,24,15.3249,120.6554
24,0,5,1,24,11.2,123.1
24,0,5,1,24,8.4167,123.6
156,6,0,9,156,-19.9319,-44.0539
63,1,12,13,63,25.7037,-80.2715
35,1,35,0,25,48.9287,-57.926
38,1,30,11,38,32.6649,-117.1604
60,1,3,5,60,-19.5189,-42.6289
44,1,15,8,44,44.5698,-123.2779
54,1,54,0,31,39.3,16.25
70,2,18,15,70,41.5636,-87.7251
69,2,18,13,69,41.5723,-88.1124
73,2,15,18,73,38.5569,-90.3783
73,2,15,18,73,41.6454,-87.7397
27,0,27,2,20,49.2053,6.6958
75,1,15,8,75,20.6481,-75.9317
40,1,24,3,40,39.0833,-3.6167
30,0,30,1,21,53.8142,-3.0503
40,1,40,0,25,45.1,43.45
34,1,12,1,34,-5.1278,-39.7319
60,1,44,0,60,41.9233,20.9133
201,2,95,2,201,23.67,87.72
47,2,7,0,47,10.4825,16.7161
28,1,28,2,27,49.0833,9.0667
59,1,35,2,59,45.5389,10.2203
43,1,36,4,43,42.0821,-71.0242
43,1,36,4,43,44.1667,-81.2167
53,1,40,4,53,45.1112,-93.3505
53,1,40,4,53,39.217,-76.6174
51,1,31,6,51,39.6665,-75.7152
21,1,21,0,18,58.4833,41.5333
120,1,27,1,120,12.2667,-16.1667
15,0,14,0,15,-11.6939,-41.4678
33,1,33,1,19,50.0244,-125.2475
53,1,7,4,53,-21.7108,-46.2458
43,0,18,2,43,-7.2306,-35.8811
28,1,8,2,28,-19.6958,-46.1708
59,1,13,3,59,-21.9808,-42.3678
59,1,13,3,59,-25.3739,-52.1258
23,1,19,4,23,14.3167,121.05
23,1,19,4,23,37.4667,-5.6333
50,1,33,4,50,39.405,-76.5235
60,2,39,8,60,32.989,-96.8999
60,2,39,8,60,33.5818,-85.0838
56,1,29,9,56,40.5849,-74.2284
60,1,26,2,60,18.4167,-95.1167
40,1,33,5,40,29.1995,-81.0982
93,1,27,0,93,16.6919,78.9207
32,1,27,0,32,40.7408,44.8631
39,1,39,0,24,45.9072,43.3558
24,0,24,0,17,19.162,99.9926
52,1,42,2,52,44.8164,-93.6091
26,1,23,6,26,42.4229,-82.1324
26,1,23,6,26,51.37,0.52
26,1,23,6,26,39.6733,-89.6934
26,1,23,6,26,40.7274,-74.4289
31,1,25,2,31,49.6156,3.2192
50,1,25,4,50,43.5667,43.5833
99,2,70,1,99,40.9604,117.93
35,1,35,0,29,44.3406,132.5689
66,1,17,4,66,12.5722,-87.0267
46,1,11,3,46,17.655,-99.674
204,3,10,15,204,19.4167,-98.9
52,2,3,7,52,42.9263,-112.4623
42,1,40,2,42,39.2246,-77.2659
42,1,40,2,42,39.2862,-80.3232
55,1,27,2,55,34.1933,-90.5693
95,1,23,0,95,8.61,124.8947
95,1,23,0,95,12.9035,123.2457
95,1,23,0,95,9.5742,125.7328
95,1,23,0,95,18.6061,121.0822
35,1,35,0,26,44.0608,131.1187
29,1,25,3,29,47.4167,9.75
33,1,24,3,33,51.66,6.9642
35,1,24,3,35,51.5167,7.4667
39,1,23,4,39,50.3979,3.7807
152,1,140,3,152,25.2631,55.2972
66,2,28,11,66,33.6696,-84.4701
75,1,30,0,75,47.3765,-68.3253
71,1,44,1,71,41.1111,20.0806
59,1,32,3,59,38.4028,-96.1932
64,2,27,5,64,22.1879,112.3131
170,8,15,6,170,6.4528,7.5111
28,1,26,3,28,49.4022,6.9706
30,0,30,1,28,50.1333,8.4
48,1,48,1,30,40.8,14.35
24,1,24,8,12,60.2056,24.6556
49,1,49,2,32,43.0414,-76.2485
49,1,49,2,32,39.7931,-105.1711
29,1,14,11,29,51.215,-0.799
157,2,36,2,157,23.0183,91.41
58,2,7,0,58,9.9153,15.1375
34,1,26,2,34,48.6803,9.2183
46,1,46,1,37,45.9333,12.7333
65,2,30,12,65,38.4832,-121.4043
56,1,17,3,56,22.1053,-79.7203
72,2,16,13,72,42.9577,-85.4895
58,1,26,2,58,35.0135,-90.7931
121,1,24,0,121,11.5767,-15.4828
25,1,25,3,23,53.578,-2.429
186,9,6,21,186,22.4828,88.1818
22,0,13,6,22,-37.5608,143.8475
82,3,8,5,82,17.6986,103.2611
198,11,6,30,198,-6.912,107.6097
108,1,29,1,108,18.2,-71.1
63,1,26,1,63,14.3167,-90.3667
76,1,28,0,76,15.1167,37.6
60,1,52,0,60,47.5547,7.5906
91,2,40,0,91,10.3158,9.8442
59,1,23,4,59,42.426,-87.8583
57,1,48,0,57,50.9711,9.7903
29,1,27,1,29,58.85,50.8667
41,1,21,0,41,-19.9167,-43.9333
39,1,26,1,39,45.5667,-73.2
39,1,26,1,39,50.5333,3.7167
47,1,47,1,30,44.7686,39.8733
53,1,46,3,53,40.9236,-73.9982
39,1,39,0,39,51.8667,5.7667
37,1,37,0,31,52.4833,4.65
44,1,32,3,44,43.3329,141.8538
31,1,31,1,28,43.4673,-70.4511
60,1,24,0,60,-21.2886,-50.34
41,1,41,0,7,55.4167,55.5333
54,1,53,0,54,41.1167,16.6833
52,1,40,3,52,40.8098,-74.1869
52,1,40,3,52,41.8426,-72.7406
70,1,17,0,70,13.46,14.74
43,1,16,3,43,55.6833,84.4167
33,1,23,0,33,-21.0328,-44.7578
35,1,9,0,35,-8.47,-35.7289
35,1,9,0,35,-21.1333,-56.4833
35,1,9,0,35,-11.9658,-41.2669
35,1,9,0,35,-1.3628,-47.3069
56,1,48,0,56,50.7592,7.005
72,1,45,0,72,49.4875,16.66
55,1,42,1,55,50.4331,3.7961
84,1,59,0,84,45.25,11.1333
162,8,44,24,162,33.8626,115.7742
39,1,39,0,22,46.84,-0.4886
19,0,14,0,19,-1.6819,-50.48
73,0,24,0,73,13.0975,-59.6167
73,0,24,0,73,39.1552,-84.6359
45,1,38,2,45,40.5934,-74.6076
45,1,38,2,45,41.9728,-70.9749
45,1,38,2,45,44.37,-64.52
41,1,37,1,41,53.707,-1.794
68,1,58,0,68,45.6739,4.7542
56,1,46,0,56,37.7833,14.8333
30,1,19,0,30,-17.9619,122.2361
51,1,47,0,51,46.7963,11.9355
170,5,48,12,170,28.4069,77.8497
54,1,48,0,54,50.7444,8.0861
20,0,18,0,20,-5.8369,-43.8339
19,0,19,0,18,-15.6178,-46.4228
50,1,34,2,50,37.5859,-122.3667
45,1,16,0,45,0.15,29.2833
118,3,16,1,118,0.6503,33.1703
279,2,38,3,279,19.5869,-98.5683
42,1,21,0,42,-21.8583,-45.2911
48,1,32,3,48,37.2802,-121.9539
87,1,87,1,30,28.3933,-80.6049
74,1,43,1,74,10.6167,-66.85
24,0,20,0,24,-20.7328,-42.0289
112,1,38,0,112,18.5344,-72.4094
30,0,18,0,30,-1.2969,-47.9219
49,1,49,0,45,39.3167,16.2
92,1,65,0,92,45.6307,9.1456
43,1,43,0,16,46.8467,-1.8781
67,2,13,2,67,19.9094,99.8275
64,1,31,1,64,28.6353,-106.0889
56,1,22,0,56,14.7833,-89.5333
55,1,49,0,55,47.0228,28.8353
37,1,32,2,37,-43.531,172.6365
37,1,32,2,37,50.73,-1.78
29,1,29,0,8,59.1167,31.6667
95,2,25,0,95,6.3167,-73.95
48,1,48,1,40,40.0008,-74.993
50,1,47,2,50,40.6203,-74.3134
51,1,38,2,51,50.9383,4.0392
164,1,134,1,164,38.0517,58.21
30,1,30,0,15,52.6481,90.0739
73,2,36,0,73,9.0667,7.4833
41,0,41,0,26,53.0653,9.0342
162,3,22,11,162,23.17,72.58
106,0,45,0,106,27.8742,-0.2939
41,1,41,0,18,55.9,53.9333
89,1,64,0,89,45.5833,9.35
44,1,44,0,22,53.6747,10.2411
60,1,60,0,57,47.1006,17.5522
182,5,51,8,182,33.9925,72.145
182,5,51,8,182,26.4721,78.7989
46,0,46,0,37,38.3742,34.0289
65,1,64,0,65,44.7,8.0333
40,1,33,1,40,53.097,-1.38
48,1,48,0,27,40.56,8.315
44,0,25,1,44,27.7556,-98.0653
37,0,37,0,32,52.6333,4.75
37,1,37,0,29,52.35,6.6667
88,2,19,4,88,14.4878,-90.8058
58,1,28,1,58,45.074,-83.4402
150,3,25,16,150,20.8381,85.0956
22,0,21,0,22,5.7919,0.9003
50,1,50,1,38,38.8324,-77.196
59,1,51,0,59,45.24,4.6708
65,1,51,0,65,49.3,10.5833
22,0,22,0,14,-10.9167,-37.05
46,1,22,1,46,-22.2308,-43.1058
37,1,23,0,37,5.8667,-0.6667
37,1,37,0,35,53.4714,7.4836
59,1,46,1,59,43.1667,46
64,1,53,0,64,49.5,9.7667
58,1,54,0,58,50.2167,9.35
44,1,44,0,23,53.9167,10.3167
14,1,10,0,14,-21.8761,-51.8439
31,0,31,0,6,54.3122,-130.3271
53,1,28,8,53,25.5396,-80.3971
53,1,28,8,53,40.3562,-74.6693
53,1,28,8,53,33.1778,-96.5044
28,1,2,0,28,5.6631,-67.6264
35,1,24,4,35,53.1333,14.8833
36,1,36,3,27,44.6333,10.4667
106,3,0,8,106,4.6333,-75.75
131,3,0,7,131,-0.22,-78.5125
70,1,60,1,70,39.9667,18.1
81,4,3,29,81,42.7274,-87.8135
48,1,48,2,42,43.0322,-71.1994
54,1,31,5,54,39.1339,-77.1464
35,1,35,1,26,-5.0569,-73.8515
35,1,35,1,26,39.4861,-1.1017
45,1,45,1,27,42.4044,12.8567
37,1,14,10,37,35.2873,-106.6982
53,2,25,11,53,37.726,-120.9433
67,2,25,12,67,33.5639,-84.4103
67,2,25,12,67,41.6441,-87.6366
67,2,25,12,67,41.1732,-112.0023
196,1,44,1,196,24.6333,46.7167
39,1,24,2,39,46.0367,4.0689
24,1,23,3,24,49.2494,6.0947
50,1,28,11,50,40.8037,-73.1246
60,1,17,6,60,50.05,21.6167
100,0,25,0,100,15.3014,-61.3883
68,1,28,4,68,36.8167,14.95
36,1,13,8,36,52.292,-1.537
157,5,4,29,157,42.5084,-83.1539
36,0,36,1,28,51.9058,4.2486
40,1,23,0,40,5.8942,95.3192
56,1,43,2,56,45.9667,12.5
37,1,37,0,29,38.9145,139.8364
43,1,43,1,41,45.1336,33.5772
25,1,25,1,21,36.6883,-121.6317
25,1,25,1,21,-34.7833,-55.8333
25,1,25,1,21,-16.1185,-42.174
25,1,25,1,21,-2.2167,-80.9501
53,1,23,0,53,13.5486,100.2775
180,3,180,2,167,30.3018,76.4579
171,1,67,0,171,22.6996,85.9313
29,1,29,2,26,47.9514,1.8803
33,1,33,0,20,43.1167,133.1167
31,0,17,0,31,-7.0244,-37.28
31,0,17,0,31,40.6833,19.6167
42,1,34,4,42,41.8744,-71.3743
74,1,35,1,74,46.17,21.07
53,2,5,1,53,8.6833,-73.6667
32,1,32,0,6,52.3167,45.3833
57,1,24,0,57,15.2482,105.2296
58,1,23,0,58,10.2667,123.5833
36,1,36,0,27,52.1153,26.1031
50,1,14,8,50,40.25,-3.7
50,1,14,8,50,-36.7,-71.9
185,1,83,1,185,25.33,84.42
28,0,22,0,28,-13.7167,-76.2
63,1,23,16,63,14.5777,121.0337
63,1,23,16,63,40.7832,-73.4732
63,1,23,16,63,34.1911,-101.7235
65,1,28,15,65,37.9539,-122.0759
65,1,28,15,65,41.5867,-93.4953
65,1,28,15,65,38.8059,-94.2652
82,1,36,1,82,49.4869,29.2733
30,1,7,3,30,-26.7408,-49.1769
12,1,12,0,9,-25.0994,-50.1583
131,4,3,8,131,-21.0225,-48.0372
47,1,9,12,47,50.7167,-1.9833
21,0,20,0,21,-8.7656,148.2347
30,1,30,1,22,57.7833,29.5667
32,0,18,0,32,11.6683,92.7378
57,1,43,0,57,53.7167,91.4667
27,1,27,4,23,49.05,-122.3167
55,1,39,1,55,37.6167,15.1667
50,1,26,3,50,45.8,20.1333
50,1,26,3,50,34.7662,-96.6681
39,1,14,1,39,-21.6847,-51.0733
32,1,28,1,32,47.3167,8.5333
58,1,34,1,58,46.3122,23.7292
19,0,16,0,19,6.1023,125.2868
64,1,45,0,64,37.9778,12.9639
73,1,48,0,73,36.2,37.16
32,0,32,1,22,38.8682,-1.0979
39,1,2,0,39,-3.2028,-52.2058
39,1,2,0,39,22.3375,-97.8694
39,1,2,0,39,19.6667,-70.8333
42,1,42,1,20,40.8167,16.55
32,0,32,1,26,48.5864,8.6047
59,0,32,1,59,53.3838,-2.3547
181,2,124,1,181,25.0397,86.9025
23,0,23,0,10,-14.65,49.65
35,0,35,0,17,43.2167,-2.0167
43,1,19,8,43,29.1721,-95.4293
120,1,37,0,120,41.0167,70.1436
82,0,24,0,82,15.4251,75.4335
41,1,41,0,26,36.8874,30.7075
30,1,30,3,27,53.3167,6.8667
69,0,33,0,69,55.6432,-4.8097
62,1,5,0,62,-1.9358,-50.8208
48,1,48,2,36,45.5371,-122.65
48,1,48,2,36,43.6773,-70.2715
48,1,48,2,36,27.8942,-97.3278
48,1,48,2,36,36.5921,-86.5239
48,1,48,2,36,-38.3333,141.6
48,1,48,2,36,41.5988,-72.589
16,0,9,1,16,-14.0928,-46.3689
54,1,30,5,54,39.0141,-77.1943
58,1,26,10,58,40.6332,-74.3739
43,1,19,7,43,53.5809,-0.6502
33,1,25,3,33,49.7019,4.9403
61,2,8,17,61,36.5715,-119.6143
61,2,8,17,61,32.4166,-87.0336
61,2,8,17,61,29.5866,-98.3132
26,0,15,0,26,-7.9858,-38.2958
62,1,62,1,28,35.7249,140.2695
79,1,29,2,79,37.925,41.9458
92,2,12,16,92,36.8854,-89.5877
31,1,31,0,31,54.9833,57.7
32,0,32,0,28,46.2333,7.3667
63,1,31,2,63,48.8422,17.2267
58,1,34,2,58,49.9833,19.8333
38,0,33,0,38,56.5667,9.0333
